prompt,id,question,annotations,ambiguous
When was the city of new york founded?,-6631842452804060768,When was the city of new york founded?,"{'type': array(['multipleQAs'], dtype=object), 'answer': array([array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['When was the city of new york founded by the Dutch and initially called New Amsterdam?',
              'When was the city of new york under English control and renamed to New York?'],
             dtype=object), 'answer': array([array(['1624'], dtype=object), array(['1664'], dtype=object)],
             dtype=object)}                                                                                         ],
      dtype=object)}",True
Who has died from earth wind and fire?,-9166766428537239551,Who has died from earth wind and fire?,"{'type': array(['multipleQAs', 'multipleQAs'], dtype=object), 'answer': array([array([], dtype=object), array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['Who has died from earth wind and fire in 2012?',
              'Who has died from earth wind and fire in 2016?',
              'Who has died from earth wind and fire in 2014?',
              'Who has died from earth wind and fire in 2009?'], dtype=object), 'answer': array([array(['Roland Bautista'], dtype=object),
              array(['Maurice White'], dtype=object),
              array(['Jessica Cleaves and Beloyd Taylor'], dtype=object),
              array(['Robert Brookins'], dtype=object)], dtype=object)}                                                                   ,
       {'question': array(['Who has died from earth wind and fire in 2016?',
              'Who has died from earth wind and fire in 1993?',
              'Who has died from earth wind and fire in 2012?',
              'Who has died from earth wind and fire in 2014?',
              'Who has died from earth wind and fire in 2009?',
              'Who has died from earth wind and fire in 2004?'], dtype=object), 'answer': array([array(['Maurice White'], dtype=object),
              array(['Don Myrick', 'Wade Flemons'], dtype=object),
              array(['Roland Bautista'], dtype=object),
              array(['Beloyd Taylor', 'Jessica Cleaves'], dtype=object),
              array(['Robert Brookins'], dtype=object),
              array(['Louis Satterfield'], dtype=object)], dtype=object)}                                                               ],
      dtype=object)}",True
Who sings better than i in joseph king of dreams?,449370609603105131,Who sings better than i in joseph king of dreams?,"{'type': array(['multipleQAs'], dtype=object), 'answer': array([array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['Who is the character that sings better than i in joseph king of dreams?',
              'Who is the artist that sings better than i in joseph king of dreams?'],
             dtype=object), 'answer': array([array(['Joseph'], dtype=object),
              array(['David Campbell'], dtype=object)], dtype=object)}                               ],
      dtype=object)}",True
When is the last time the rangers won the stanley cup?,-9218899977338994404,When is the last time the rangers won the stanley cup?,"{'type': array(['multipleQAs'], dtype=object), 'answer': array([array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['When is the last time the rangers won the stanley cup in 1994?',
              'When is the last time the rangers won the stanley cup in 1940?',
              'When is the last time the rangers won the stanley cup in 1933?'],
             dtype=object), 'answer': array([array(['June 14,1994'], dtype=object),
              array(['April 13, 1940'], dtype=object),
              array(['April 13,1933'], dtype=object)], dtype=object)}                       ],
      dtype=object)}",True
What episode does jaime lannister lose his hand?,-2902127503107129011,What episode does jaime lannister lose his hand?,"{'type': array(['multipleQAs'], dtype=object), 'answer': array([array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['What is the name of the episode  when jaime lannister loses his hand?',
              'What episode number does jaime lannister lose his hand?',
              'What episode of season 3 does jaime lannister lose his hand?'],
             dtype=object), 'answer': array([array(['Walk of Punishment'], dtype=object),
              array(['23'], dtype=object), array(['3'], dtype=object)],
             dtype=object)}                                                                        ],
      dtype=object)}",True
What direction does the earth orbit around the sun?,-120105336439351741,What direction does the earth orbit around the sun?,"{'type': array(['singleAnswer'], dtype=object), 'answer': array([array(['counterclockwise'], dtype=object)], dtype=object), 'qaPairs': array([{'question': array([], dtype=object), 'answer': array([], dtype=object)}],
      dtype=object)}",False
Who has the most number of followers on instagram?,-6876746392554849802,Who has the most number of followers on instagram?,"{'type': array(['multipleQAs'], dtype=object), 'answer': array([array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['Which account has the most number of followers on instagram?',
              'Who is the person that has the most number of followers on instagram?'],
             dtype=object), 'answer': array([array(['Instagram'], dtype=object),
              array(['Cristiano Ronaldo', 'Ronaldo'], dtype=object)],
             dtype=object)}                                                               ],
      dtype=object)}",True
First us president to fly in an airplane?,8147342740211441902,First us president to fly in an airplane?,"{'type': array(['multipleQAs', 'multipleQAs'], dtype=object), 'answer': array([array([], dtype=object), array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['First ever us president, past or present, to fly in an airplane?',
              'First us president to fly in an airplane while in office?'],
             dtype=object), 'answer': array([array(['Roosevelt', 'Theodore Roosevelt'], dtype=object),
              array(['Franklin D. Roosevelt', 'Roosevelt'], dtype=object)],
             dtype=object)}                                                                           ,
       {'question': array(['First us president to fly in an airplane after being in office?',
              'First us president to fly in an airplane while being in office?'],
             dtype=object), 'answer': array([array(['Teddy Roosevelt', 'Theodore Roosevelt Jr.', 'Theodore Roosevelt'],
                    dtype=object)                                                       ,
              array(['Franklin Delano Roosevelt', 'Franklin D. Roosevelt', 'FDR'],
                    dtype=object)                                                 ],
             dtype=object)}                                                                                            ],
      dtype=object)}",True
Who sings been through the desert on a horse with no name?,8537092201535378763,Who sings been through the desert on a horse with no name?,"{'type': array(['multipleQAs'], dtype=object), 'answer': array([array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['Who is the lead vocal of been through the desert on a horse with no name?',
              'Which band sings been through the desert on a horse with no name?'],
             dtype=object), 'answer': array([array(['Dewey Bunnell'], dtype=object),
              array(['America'], dtype=object)], dtype=object)}                                        ],
      dtype=object)}",True
Who plays young ethan in a dogs purpose?,-4355648844652541923,Who plays young ethan in a dogs purpose?,"{'type': array(['multipleQAs', 'multipleQAs'], dtype=object), 'answer': array([array([], dtype=object), array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['Who plays young ethan, as a teenager, in a dogs purpose?',
              'Who plays young ethan, as an eight-year-old, in a dogs purpose?'],
             dtype=object), 'answer': array([array(['Apa', 'Keneti James Fitzgerald Apa', 'KJ Apa'], dtype=object),
              array(['Bryce Gheisar'], dtype=object)], dtype=object)}                                              ,
       {'question': array([""Who plays teenage Ethan in A Dog's Purpose?"",
              ""Who plays eight-year-old Ethan in A Dog's Purpose?""], dtype=object), 'answer': array([array(['KJ Apa'], dtype=object),
              array(['Bryce Gheisar'], dtype=object)], dtype=object)}                                                                ],
      dtype=object)}",True
How many states in india are under congress?,1562758409663917015,How many states in india are under congress?,"{'type': array(['multipleQAs'], dtype=object), 'answer': array([array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['How many states plus territories in india are under congress?',
              'How many states alone in india are under congress?'], dtype=object), 'answer': array([array(['7'], dtype=object), array(['5'], dtype=object)],
             dtype=object)}                                                                                                                                  ],
      dtype=object)}",True
Who plays herbert the pervert on family guy?,-4552676568832291558,Who plays herbert the pervert on family guy?,"{'type': array(['singleAnswer', 'singleAnswer'], dtype=object), 'answer': array([array(['Henry', 'Mike Henry'], dtype=object),
       array(['Mike Henry'], dtype=object)], dtype=object), 'qaPairs': array([{'question': array([], dtype=object), 'answer': array([], dtype=object)},
       {'question': array([], dtype=object), 'answer': array([], dtype=object)}],
      dtype=object)}",False
Who played bass on and justice for all?,6683695573035769169,Who played bass on and justice for all?,"{'type': array(['singleAnswer', 'singleAnswer'], dtype=object), 'answer': array([array(['Jason Newsted'], dtype=object),
       array(['Jason Newsted'], dtype=object)], dtype=object), 'qaPairs': array([{'question': array([], dtype=object), 'answer': array([], dtype=object)},
       {'question': array([], dtype=object), 'answer': array([], dtype=object)}],
      dtype=object)}",False
How many episodes of the godfather are there?,-7513235116049892079,How many episodes of the godfather are there?,"{'type': array(['singleAnswer', 'singleAnswer'], dtype=object), 'answer': array([array(['72'], dtype=object), array(['72'], dtype=object)],
      dtype=object), 'qaPairs': array([{'question': array([], dtype=object), 'answer': array([], dtype=object)},
       {'question': array([], dtype=object), 'answer': array([], dtype=object)}],
      dtype=object)}",False
When did bucharest become the capital of romania?,494525019207205816,When did bucharest become the capital of romania?,"{'type': array(['singleAnswer', 'singleAnswer'], dtype=object), 'answer': array([array(['1862'], dtype=object), array(['1862'], dtype=object)],
      dtype=object), 'qaPairs': array([{'question': array([], dtype=object), 'answer': array([], dtype=object)},
       {'question': array([], dtype=object), 'answer': array([], dtype=object)}],
      dtype=object)}",False
Where is american airlines hub in the us?,6938879918012777101,Where is american airlines hub in the us?,"{'type': array(['multipleQAs', 'multipleQAs'], dtype=object), 'answer': array([array([], dtype=object), array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['What is the main hub in the US for American Airlines?',
              'What are all of the regular hubs for American Airlines in the US?'],
             dtype=object), 'answer': array([array(['Dallas/Fort Worth'], dtype=object),
              array([""Charlotte, Chicago-O'Hare, Los Angeles, Miami, New York-JFK, New York-LaGuardia, Philadelphia, Phoenix-Sky Harbor, Washington-National""],
                    dtype=object)                                                                                                                              ],
             dtype=object)}                                                                                                                                      ,
       {'question': array(['Where is american airlines hub in the us in North Carolina?',
              'Where is american airlines hub in the us in Chicago, Illinois?',
              'Where is american airlines hub in the us in Texas?',
              'Where is american airlines hub in the us in California?',
              'Where is american airlines hub in the us in Florida?',
              'Where is american airlines hub in the us in New York?',
              'Where is the second american airlines hub in the us in New York?',
              'KPHX Philadelphia?',
              'Where is american airlines hub in the us in Arizona?',
              'Where is american airlines hub in the us in Virginia?'],
             dtype=object), 'answer': array([array(['Charlotte Douglas International Airport',
                     'Charlotte Municipal Airport', 'CLT', 'KCLT'], dtype=object),
              array(['KORD', ""O'Hare Airport, Chicago O'Hare"",
                     ""O'Hare International Airport"", ""O'Hare"", 'ORD'], dtype=object),
              array(['DFW', 'Dallas/Fort Worth International Airport', 'KDFW'],
                    dtype=object)                                              ,
              array(['LAX', 'KLAX', 'Los Angeles International Airport'], dtype=object),
              array(['Miami International Airport', 'Wilcox Field', 'KMIA', 'MIA'],
                    dtype=object)                                                  ,
              array(['JFK', 'John F. Kennedy International Airport', 'KJFK',
                     'JFK Airport', 'Kennedy'], dtype=object)               ,
              array(['KLGA', 'LaGuardia Airport', 'LGA'], dtype=object),
              array(['PHL', 'Philadelphia International Airport', 'KPHL'], dtype=object),
              array(['KPHX', 'PHX', 'Phoenix Sky Harbor International Airport'],
                    dtype=object)                                               ,
              array(['National Airport', 'Ronald Reagan Washington National Airport',
                     'DCA', 'Washington National Airport',
                     'Washington National, Reagan Airport', 'KDCA',
                     'Reagan National Airport'], dtype=object)                       ],
             dtype=object)}                                                                   ],
      dtype=object)}",True
When was the stratosphere hotel built in las vegas?,-6335401608477926483,When was the stratosphere hotel built in las vegas?,"{'type': array(['multipleQAs', 'multipleQAs'], dtype=object), 'answer': array([array([], dtype=object), array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['When was the ground breaking for the Stratosphere Hotel?',
              'When did construction begin on the Stratosphere Hotel?',
              'When did the Stratosphere Hotel open?'], dtype=object), 'answer': array([array(['November 5, 1991'], dtype=object),
              array(['February 1992'], dtype=object),
              array(['April 30. 1996'], dtype=object)], dtype=object)}                                                            ,
       {'question': array(['When was construction started on the stratosphere hotel built in las vegas?',
              'When was groundbreaking on the stratosphere hotel built in las vegas?',
              'When was the stratosphere hotel opened in las vegas?'],
             dtype=object), 'answer': array([array(['February 1992'], dtype=object),
              array(['November 5, 1991'], dtype=object),
              array(['April 30, 1996'], dtype=object)], dtype=object)}                                   ],
      dtype=object)}",True
What was the daughter's name on the jetsons?,-3904805932335139116,What was the daughter's name on the jetsons?,"{'type': array(['multipleQAs'], dtype=object), 'answer': array([array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['What was the name of the daughter on the Jetsons?',
              'What was the name of the actor who was the voice of the daughter in the Jetsons TV series?',
              'What was the name of the actor who was the voice of the daughter in Jetsons: The Movie?',
              'What was the name of the actor who was the voice of the daughter in The Jetsons & WWE: Robo-WrestleMania!?'],
             dtype=object), 'answer': array([array(['Judy Jetson', 'Judy'], dtype=object),
              array(['Janet Waldo'], dtype=object),
              array(['Tiffany Renee Darwish', 'Tiffany'], dtype=object),
              array(['Danica McKellar'], dtype=object)], dtype=object)}                                                     ],
      dtype=object)}",True
Where do tornadoes most commonly occur in the us?,-4206381394211807490,Where do tornadoes most commonly occur in the us?,"{'type': array(['multipleQAs'], dtype=object), 'answer': array([array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['What is the nickname for where tornadoes most commonly occur in the us?',
              'What states do tornadoes most commonly occur in the us?',
              'Where do storm chasers recognize tornadoes most commonly occur in the us?',
              'What geographical region is where tornadoes most commonly occur in the us?',
              'What single state is where tornadoes most commonly occur in the us?'],
             dtype=object), 'answer': array([array(['Tornado Alley'], dtype=object),
              array(['Minnesota, Wisconsin, Illinois, Indiana, and Ohio are sometimes included',
                     'areas of Texas, Oklahoma, Kansas, South Dakota, Illinois, Iowa, Missouri, Nebraska, Colorado, North Dakota, and Minnesota',
                     'northern Texas, through Oklahoma, Kansas, Colorado, Nebraska, Missouri, Iowa, South Dakota, and North Dakota'],
                    dtype=object)                                                                                                                ,
              array(['Great Plains tornado belt'], dtype=object),
              array(['Central United States, between the Rocky Mountains and Appalachian Mountains'],
                    dtype=object)                                                                    ,
              array(['Texas'], dtype=object)], dtype=object)}                                                                                     ],
      dtype=object)}",True
What is the current gross national product of the us?,3141319696894897223,What is the current gross national product of the us?,"{'type': array(['multipleQAs', 'multipleQAs'], dtype=object), 'answer': array([array([], dtype=object), array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['What is the 2016 gross national product of the us calculated using the Atlas method in millions of US dollars?',
              'What is the 2016 gross national product of the us calculated using the original World Bank method in millions of US dollars?',
              'What is the 2014 gross national product of the us calculated using the nominal, Atlas method in millions of US dollars?',
              'What is the 2013 gross national product of the us calculated using the nominal, Atlas method in millions of US dollars?'],
             dtype=object), 'answer': array([array(['18,357,322'], dtype=object),
              array(['18,968,714'], dtype=object),
              array(['17,611,491'], dtype=object),
              array(['17,001,290'], dtype=object)], dtype=object)}                                                                           ,
       {'question': array(['What is the gross national product of the us in 2017?',
              'What is the gross national product of the us in 2016?',
              'What is the gross national product of the us in 2015?'],
             dtype=object), 'answer': array([array(['19,519.4 billion US dollars'], dtype=object),
              array(['18,715.0 billion US dollars'], dtype=object),
              array(['18,224.8 billion US dollars'], dtype=object)], dtype=object)}               ],
      dtype=object)}",True
Who wrote the song manic monday for the bangles?,-7916425104853010660,Who wrote the song manic monday for the bangles?,"{'type': array(['singleAnswer', 'singleAnswer'], dtype=object), 'answer': array([array(['Prince using the pseudonym ""Christopher""'], dtype=object),
       array(['Prince Rogers Nelson', 'Prince'], dtype=object)],
      dtype=object), 'qaPairs': array([{'question': array([], dtype=object), 'answer': array([], dtype=object)},
       {'question': array([], dtype=object), 'answer': array([], dtype=object)}],
      dtype=object)}",False
When does season 5 forged in fire start?,80939602163304570,When does season 5 forged in fire start?,"{'type': array(['singleAnswer', 'singleAnswer'], dtype=object), 'answer': array([array(['March 7, 2018', 'Mar 7, 2018'], dtype=object),
       array(['March 7, 2018'], dtype=object)], dtype=object), 'qaPairs': array([{'question': array([], dtype=object), 'answer': array([], dtype=object)},
       {'question': array([], dtype=object), 'answer': array([], dtype=object)}],
      dtype=object)}",False
What war is in the wonder woman movie?,-6774611415392252685,What war is in the wonder woman movie?,"{'type': array(['singleAnswer', 'singleAnswer'], dtype=object), 'answer': array([array(['World War I'], dtype=object),
       array(['World War I', 'WWI'], dtype=object)], dtype=object), 'qaPairs': array([{'question': array([], dtype=object), 'answer': array([], dtype=object)},
       {'question': array([], dtype=object), 'answer': array([], dtype=object)}],
      dtype=object)}",False
Who won season 26 of the amazing race?,4137362954133311013,Who won season 26 of the amazing race?,"{'type': array(['multipleQAs', 'singleAnswer'], dtype=object), 'answer': array([array([], dtype=object),
       array(['""Team SoCal""', 'Laura & Tyler', 'Laura Pierson & Tyler Adams'],
             dtype=object)                                                    ],
      dtype=object), 'qaPairs': array([{'question': array(['What were the names of the people who won season 26 of The Amazing Race?',
              'What was the name of the team that won season 26 of The Amazing Race?',
              'Which couple won season 26 of The Amazing Race?'], dtype=object), 'answer': array([array(['Laura Pierson & Tyler Adams'], dtype=object),
              array(['Team SoCal'], dtype=object),
              array(['Blind date couple'], dtype=object)], dtype=object)}                                                                              ,
       {'question': array([], dtype=object), 'answer': array([], dtype=object)}],
      dtype=object)}",True
How many sacks does clay matthews have in his career?,4072817649201638938,How many sacks does clay matthews have in his career?,"{'type': array(['multipleQAs', 'multipleQAs'], dtype=object), 'answer': array([array([], dtype=object), array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['How many sacks does clay matthews Jr. have in his career?',
              'How many sacks does clay matthews III have in his career?'],
             dtype=object), 'answer': array([array(['69.5'], dtype=object), array(['91.5'], dtype=object)],
             dtype=object)}                                                                                ,
       {'question': array(['How many sacks does Clay Matthews Jr. have in his career?',
              'How many sacks does Clay Matthews III have in his career?'],
             dtype=object), 'answer': array([array(['69.5'], dtype=object), array(['91.5'], dtype=object)],
             dtype=object)}                                                                                ],
      dtype=object)}",True
When does thrill of it all come out?,-3673434529814952153,When does thrill of it all come out?,"{'type': array(['multipleQAs'], dtype=object), 'answer': array([array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['When did The Thrill of it All (Sam Smith album) release?',
              'When did The Thrill of it All (1963 film) release?',
              'When did The Thrill of it All (Roxy Music album) release?',
              'When did The Thrill of it All (Thunder album) release?',
              'When did The ""Thrill of it All"" (Roxy Music song) release?',
              'When did The Thrill of it All (Black Sabbath song) release?'],
             dtype=object), 'answer': array([array(['3 November 2017'], dtype=object),
              array(['July 17, 1963'], dtype=object),
              array(['20 November 1995'], dtype=object),
              array(['1 September 1996'], dtype=object),
              array(['November 1974'], dtype=object),
              array(['28 July 1975'], dtype=object)], dtype=object)}                  ],
      dtype=object)}",True
When did mccrory's go out of business?,-8270287755298735414,When did mccrory's go out of business?,"{'type': array(['multipleQAs'], dtype=object), 'answer': array([array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array([""When did McCrory's originally file for bankruptcy?"",
              ""When did McCrory's file for bankruptcy the second time?"",
              ""When did McCrory's completely cease operation?""], dtype=object), 'answer': array([array(['January, 1933'], dtype=object),
              array(['1992'], dtype=object),
              array(['February 2002'], dtype=object)], dtype=object)}                                                                   ],
      dtype=object)}",True
Who was the chief minister of up during babri masjid demolition?,-4410990767199747310,Who was the chief minister of up during babri masjid demolition?,"{'type': array(['singleAnswer', 'singleAnswer'], dtype=object), 'answer': array([array(['Kalyan Singh'], dtype=object),
       array(['Kalyan Singh'], dtype=object)], dtype=object), 'qaPairs': array([{'question': array([], dtype=object), 'answer': array([], dtype=object)},
       {'question': array([], dtype=object), 'answer': array([], dtype=object)}],
      dtype=object)}",False
Who sang if i were a boy originally?,249206636011627026,Who sang if i were a boy originally?,"{'type': array(['multipleQAs'], dtype=object), 'answer': array([array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['Who sang if i were a boy originally without releasing it?',
              'Who sang if i were a boy originally and released it?'],
             dtype=object), 'answer': array([array(['BC Jean', 'Brittany Jean Carlson'], dtype=object),
              array(['Beyoncé', 'Beyoncé Giselle Knowles-Carter'], dtype=object)],
             dtype=object)}                                                                            ],
      dtype=object)}",True
Who wrote give me a home among the gum trees?,-5021421578587820891,Who wrote give me a home among the gum trees?,"{'type': array(['singleAnswer', 'multipleQAs'], dtype=object), 'answer': array([array(['Bob Brown', 'Captain Rock', 'Wally Johnson',
              'Wally Johnson and Bob Brown (aka Captain Rock)'], dtype=object),
       array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array([], dtype=object), 'answer': array([], dtype=object)},
       {'question': array(['Who co-wrote give me a home among the gum trees and also goes by the name Captain Rock?',
              'Who co-wrote give me a home among the gum trees and passed in 1995?'],
             dtype=object), 'answer': array([array(['Bob Brown'], dtype=object),
              array(['Wally Johnson'], dtype=object)], dtype=object)}                                                ],
      dtype=object)}",True
Who plays patrick in 10 things i hate about you?,-2419910984507145175,Who plays patrick in 10 things i hate about you?,"{'type': array(['multipleQAs', 'multipleQAs'], dtype=object), 'answer': array([array([], dtype=object), array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['Who plays patrick in  the 1999 film 10 things i hate about you?',
              'Who plays patrick in the 2009 tv series 10 things i hate about you?'],
             dtype=object), 'answer': array([array(['Heath Andrew Ledger', 'Heath Ledger', 'Ledger'], dtype=object),
              array(['Ethan Peck', 'Peck', 'Ethan Gregory Peck'], dtype=object)],
             dtype=object)}                                                                                         ,
       {'question': array(['Who plays patrick in the film 10 things i hate about you?',
              'Who plays patrick in the TV series 10 things i hate about you?'],
             dtype=object), 'answer': array([array(['Heath Andrew Ledger', 'Heath Ledger'], dtype=object),
              array(['Ethan Peck', 'Ethan Gregory Peck'], dtype=object)],
             dtype=object)}                                                                               ],
      dtype=object)}",True
Who is the longest reigning wwe women's champion?,-4574796695734891718,Who is the longest reigning wwe women's champion?,"{'type': array(['singleAnswer'], dtype=object), 'answer': array([array(['Mary Lillian Ellison', 'The Fabulous Moolah'], dtype=object)],
      dtype=object), 'qaPairs': array([{'question': array([], dtype=object), 'answer': array([], dtype=object)}],
      dtype=object)}",False
Who is playing parvati role in mahadev serial?,6446590656957262079,Who is playing parvati role in mahadev serial?,"{'type': array(['multipleQAs'], dtype=object), 'answer': array([array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['Who is playing parvati role in mahadev serial 2014?',
              'Who is playing parvati role in mahadev serial 2013?',
              'Who is playing parvati role in mahadev serial 2012?'],
             dtype=object), 'answer': array([array(['Suhasi Goradia Dhami', 'Suhasi Dhami'], dtype=object),
              array(['Pooja Bose', 'Puja Banerjee'], dtype=object),
              array(['Sonarika Bhadoria'], dtype=object)], dtype=object)}                                  ],
      dtype=object)}",True
When does the new independence day come out?,4183252176965080529,When does the new independence day come out?,"{'type': array(['multipleQAs'], dtype=object), 'answer': array([array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['When does the new independence day come out in 1996 at Mann Plaza Theater?',
              'When does the new independence day come out in 1996 throughout the United States?',
              'When does the new independence day: Resurgence movie come out at TCL Chinese Theatre?',
              'When does the new independence day: Resurgence movie come out at throughout the United States?',
              'When does the new independence day UK play come out on air?'],
             dtype=object), 'answer': array([array(['June 25, 1996'], dtype=object),
              array(['July 3, 1996'], dtype=object),
              array(['June 20, 2016'], dtype=object),
              array(['June 24, 2016'], dtype=object),
              array(['August 4, 1996'], dtype=object)], dtype=object)}                                         ],
      dtype=object)}",True
Who thought atoms and the void comprised all of reality?,-1763300345435461044,Who thought atoms and the void comprised all of reality?,"{'type': array(['multipleQAs', 'multipleQAs'], dtype=object), 'answer': array([array([], dtype=object), array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['Who originally thought atoms and the void comprised all of reality?',
              'Who, as a student of Democritus, thought atoms and the void comprised all of reality?'],
             dtype=object), 'answer': array([array(['Democritus'], dtype=object),
              array(['Epicurus'], dtype=object)], dtype=object)}                                       ,
       {'question': array(['Who is the mentor thought atoms and the void comprised all of reality?',
              'Who is the pupil thought atoms and the void comprised all of reality?'],
             dtype=object), 'answer': array([array(['Leucippus'], dtype=object),
              array(['Democritus'], dtype=object)], dtype=object)}                                  ],
      dtype=object)}",True
When was the first piece of music made?,-6359539096826078233,When was the first piece of music made?,"{'type': array(['singleAnswer', 'multipleQAs'], dtype=object), 'answer': array([array(['43100 ± 700 BP'], dtype=object), array([], dtype=object)],
      dtype=object), 'qaPairs': array([{'question': array([], dtype=object), 'answer': array([], dtype=object)},
       {'question': array(['When was the first piece of nonwritten music made?',
              'When was the first piece of written music made?'], dtype=object), 'answer': array([array(['c. 3.3 million years ago', 'prior to the Paleolithic age'],
                    dtype=object)                                                ,
              array(['3400 years ago'], dtype=object)], dtype=object)}                                                                                               ],
      dtype=object)}",True
Who does the little prince meet on earth?,8776903802889163519,Who does the little prince meet on earth?,"{'type': array(['multipleQAs'], dtype=object), 'answer': array([array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['Who does the little prince meet on earth in the 1943 novella?',
              'Who does the little prince meet on earth in the 1974 musical film?',
              'Who does the little prince meet on earth in the 2016 musical film?',
              'Who does the little prince meet on earth in the 2010 tv series?'],
             dtype=object), 'answer': array([array(['A railway switchman and a merchant'], dtype=object),
              array(['a pilot and a fox', 'a fox', 'a pilot'], dtype=object),
              array(['a red fox', 'Snake', 'now-elderly aviator',
                     'now-elderly aviator, Snake, and a red fox'], dtype=object),
              array(['Foehn', 'Fox', 'Foehn and Fox'], dtype=object)],
             dtype=object)}                                                                              ],
      dtype=object)}",True
What is the name of bangalore city railway station?,-4929126693046447466,What is the name of bangalore city railway station?,"{'type': array(['multipleQAs'], dtype=object), 'answer': array([array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['What is the new name of bangalore city railway station?',
              'What is the original name of bangalore city railway station?'],
             dtype=object), 'answer': array([array(['Krantivira Sangolli Rayanna Bengaluru Railway Station',
                     'Bengaluru City railway station'], dtype=object)        ,
              array(['South Bangalore City railway station'], dtype=object)],
             dtype=object)}                                                                                 ],
      dtype=object)}",True
How many times has ole miss been to college world series?,1884293144811705689,How many times has ole miss been to college world series?,"{'type': array(['multipleQAs', 'multipleQAs'], dtype=object), 'answer': array([array([], dtype=object), array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['How many times has ole miss been to college world series as of 2017?',
              'How many times has ole miss been to college world series as of 2016?',
              'How many times has ole miss been to college world series as of 2015?'],
             dtype=object), 'answer': array([array(['five'], dtype=object), array(['five'], dtype=object),
              array(['five'], dtype=object)], dtype=object)}                                              ,
       {'question': array(['How many times has Ole Miss been to the college world series in baseball, as of 2017?',
              'How many times has Ole Miss been to the college world series in baseball, as of 2016?',
              'How many times has Ole Miss been tot he college world series in baseball, as of 2015?'],
             dtype=object), 'answer': array([array(['5'], dtype=object), array(['5'], dtype=object),
              array(['5'], dtype=object)], dtype=object)}                                                          ],
      dtype=object)}",True
What kind of car won the daytona 500 this year?,2759606370540895168,What kind of car won the daytona 500 this year?,"{'type': array(['multipleQAs', 'multipleQAs'], dtype=object), 'answer': array([array([], dtype=object), array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['What kind of car won the daytona 500 in 2017?',
              'What kind of car won the daytona 500 in 2016?',
              'What kind of car won the daytona 500 in 2015?'], dtype=object), 'answer': array([array(['Ford'], dtype=object), array(['toyota'], dtype=object),
              array(['ford'], dtype=object)], dtype=object)}                                                                                                   ,
       {'question': array(['What kind of car won the daytona 500 in 2017?',
              'What kind of car won the daytona 500 in 2016?',
              'What kind of car won the daytona 500 in 2015?'], dtype=object), 'answer': array([array(['Ford'], dtype=object), array(['Toyota'], dtype=object),
              array(['Ford'], dtype=object)], dtype=object)}                                                                                                   ],
      dtype=object)}",True
What organization sets monetary policy for the united states?,5340930296563854507,What organization sets monetary policy for the united states?,"{'type': array(['singleAnswer', 'singleAnswer'], dtype=object), 'answer': array([array(['the Federal Reserve', 'the US Federal Reserve System',
              'US Federal Reserve System', 'Federal Reserve'], dtype=object),
       array(['US Federal Reserve System', 'Federal Reserve'], dtype=object)],
      dtype=object), 'qaPairs': array([{'question': array([], dtype=object), 'answer': array([], dtype=object)},
       {'question': array([], dtype=object), 'answer': array([], dtype=object)}],
      dtype=object)}",False
