prompt,should_abstain
When was the Polish professional boxer over which Joe Smith Jr. rose to prominence in 2016 by scoring an upset knockout victory born? ,False
When was the school that  Raoul Alexander Mulder is based in founded?,False
Fine Line Features marketed the 1991 film written and directed by whom?,False
 Julie Ganapathi is a 2003 Indian film adaptation of a 1987 psychological horror thriller novel nomiated for World Fantasy Award for Best Novel in what year?,False
Who is the the actor who stars in the 2005 film Slingshot that also is a member of the band Ringside?,False
Who is the editor of the scientific journal published by the Acoustical Society of America?,False
"Nardole is a fictional character created by Steven Moffat and portrayed by Matt Lucas in the long-running British science fiction television series ""Doctor Who"", a companion of the Twelfth Doctor, the current incarnation of the alien time traveller known as The Doctor, portrayed by who, which Scottish actor, writer and director, best known for playing the twelfth incarnation of the Doctor in ""Doctor Who""?",False
"Gummo is the soundtrack album to the film of the same name, and contains songs that were recorded specifically for the film, or were featured in the film, the soundtrack is most notably an abridged version of Burzum, a music project that began in what year, by the Norwegian musician and writer Varg Vikernes?",False
By what margin did the Supreme Court explicitly overrule Baker v. Nelson in 2016?,False
"Adventures on the Wheels of Steel is a 3CD compilation album by Grandmaster Melle Mel, and Grandmaster Flash and the Furious Five, were an American hip hop group formed in the South Bronx of New York City in which year?",False
The bridge spanning the River Truyere near Ruynes-en-Margeride was built by a graduate of which university?,False
The organization that Carlos Guillermo Suarez Mason was in charge of was disbanded in what year?,False
Which genre of Italian film was the first to use CGI?,False
What author of Isaac Asimov's Robot City : Cyborg was inspired by Hugo award winner Isaac Asimov's Robot nad Foundation novels?,False
"Which dog breed, Cirneco dell'Etna or Flat-Coated Retriever, is primarily built for endurance over harsh terrain?",False
What ocean is home of the Hawaiian-Emperor seamount chain and Kure Atoll?,False
L. William Seidman was an economic adviser to the President who was the 33rd governor of what state?,False
"Which athletic stadium, built on the same site as the former FA Cup Final venue, also hosted the World Cup?",False
Where is the headquarters of the production company directed by James May ?,False
"Which elementary cafeteria worker, also known as Chef, in South Park Colorado rushed Mephesto to Hell's Pass Hospital in ""Cartman's Mom Is Still a Dirty Slut?""",False
"What role on ""Love in the Moonlight"" is  a South Korean actress and model recognized for, who also featured in a South Korean television series starring So Ji-sub and Shin Min-a ?",False
"When was the third box set from the American singer, who was called the Queen of Tejano music, released?",False
What is the previous name of British-based information and workflow experts RELX Group?,False
"What American dark comedy web series had a role from an actor in ""Mad Men""?",False
"Jerrald King ""Jerry"" Goldsmith, was an American composer and conductor most known for his work in film and television scoring, and composed scores for such noteworthy films as which 1992 neo-noir erotic thriller film directed by Paul Verhoeven and written by Joe Eszterhas, and starring Michael Douglas and Sharon Stone?",False
The Airport Transit System (ATS) is an automated people mover system at Chicago O'Hare International Airport that was built by Mécanique Aviation Traction and began its operation when?,False
"North Dakota State University and University of Maryland, Baltimore County, are in which country?",False
"The New Year Honours 1979 were appointments in many of the Commonwealth realms of the current Queen of the United Kingdom, Canada, Australia, and New Zealand since what year?",False
Which English singer-songwriter who was born on 13 June 1968 does Good Soldier Songs represent?,False
Who was the head coach of the team that lost Super Bowl XIX?,False
"Nijam, is a 2003 Telugu crime film produced & directed by Teja on Chitram Movies banner, the music was composed by R. P. Patnaik, a South Indian music composer with about how many films to his credits, in three south Indian languages (Telugu, Tamil and Kannada)?",False
On which reality TV Show did Maroon 5's lead singer appear as a judge?,False
Lavant and Lienz are both located where?,False
What American casino and resort operating company owns The Parisian?,False
Anetta Kahane is a former agent for the official state security service of the German Democratic Republic which was headquartered where?,False
"Buddy Stephens is an American football coach who is currently the head coach at East Mississippi Community College, where he coached players such as which American football quarterback for the Denver Broncos of the National Football League (NFL), and played college football at Clemson and Ole Miss?",False
Menno-Jan Kraak a Dutch cartographer and professor at a public research university located where?,False
"""I Know Where I'm Going"" was recorded by an English contralto singer who was born on what date?",False
"When was the Canadian actress and singer, who starred in Life Under Water, born?",False
"Ronaldo de Assis Moreira (born 21 March 1980),or Ronaldinho Gaúcho, is a Brazilian professional footballer and ambassador for Spanish club FC Barcelona, Ronaldinho won two FIFA World Player of the Year awards, an association football award presented annually by the sport's governing body, FIFA, beginnning in which year?",False
"Sugartown was the name of at least three Cherokee towns, the third Sugartown was located on Sugar Creek, a tributary of the Toccoa River, near the present-day city of which city in Georgia?",False
Are Poly Styrene and Justin Currie both Scottish singers?,False
"When was a Major League Baseball player nicknamed ""Pudge"" voted into the Baseball Hall of Fame?",False
"What was the name of the first novel written by the author of ""No Longer at Ease""?",False
 What are two other big American Movie theater chains besides the one that is present at the Yorktown Center in Lombard?,False
"Steven Levert ""Steve"" Clarkson (born October 31, 1961) is an American football coach, Clarkson has tutored Matthew Montgomery Barkley, an American football quarterback who is currently a free agent, born on which date?",False
"The song ""Fade Away"" by Bruce Springsteen is featured in an album produced by whom? ",False
"Network economics refers to business economics that benefit from the network effect, examples are website such as which multinational e-commerce corporation, facilitating online consumer-to-consumer and business-to-consumer sales?",False
Where was the draft held in which Chukwudiebere Maduabum was drafted?,False
"2017 FIFA Confederations Cup Group B included this national soccer team, a member of the Asian Football Confederation, which is nicknamed what?",False
Who wrote the screenplay for the 2003 original movie in which 2005 Indian film 'Khamoshh... Khauff Ki Raat' was based?,False
What was the birth date of the 2010 electee to a Cheshire constituency in the House of Commons?,False
Which teaching hospital where Ann Kiessling worked as an Associate Professor has an annual research budget of more than $630 million?,False
What is a book is written by a RITA Award winning and New York Times best-selling author?,False
Were Albert Camus and João Guimarães Rosa of the same nationality?,False
"Disco was a remix album that includes the track released on Mar 24, 1996 on what record label?",False
"What is the ratio of the building material that is named for the Latin word ""crushed"" and sand used to stabilize buildings?",False
Kula Shaker and AFI are both what?,False
"Who has played in more bands, Nell Sigland or Ezra Koenig?",False
how is Research Machines 380Z and Amstrad PCW connected?,False
"The lecture ""There's Plenty of Room at the Bottom"" was done by a physicist that died in what year?",False
Big Daddy was the highest-grossing film by Adam Sandler until a 3D computer animated fantasy-comedy film directed by who?,False
Bula Quo! included the rhythm guitarist for what rock band?,False
"What person who will have their voice featured in ""Magik"" moved to a career in comedy in 2000?",False
"How many viewers does the televised sermon of the senior pastor of Lakewood Church, have weekly ?",False
"The viola organista is a musical instrument designed by Leonardo da Vinci, was an Italian Renaissance polymath whose areas of interest included invention, painting, sculpting, architecture, science, music, mathematics, engineering, literature, anatomy, geology, astronomy, botany, writing, history, and cartography, he died in which year?",False
"""Hot Hot Hot!!!"" is a single from a studio album by what kind of rock back?",False
"What television series used the technology to record movie-like screenshots of a computer monitor doing various actions, such as a user moving their mouse across the screen, clicking on desktop icons, typing text, et cetera?",False
Mikkey Ekko's first-charting material was released on which of Rihanna's albums?,False
"What year was the star of Proximity, The Outsiders and St Elmo's Fire born in?",False
Were Dani Filth and Daryl Hall memebers of the same band?,False
What is the name of a Danish televesion crime series and stars Trine Pallesen?,False
The 1977 Tennessee Volunteers were led by which former football player as coach?,False
"Where was a Belgian variety of hop cultivated, it is used for a type of beer brewed in the Pajottenland region of Belgium southwest of Brussels and in Brussels itself at the Cantillon Brewery?",False
Kim Eui-sung is a south korean actor who starred in the film Office directed by who?,False
"Our State and Nexus, are what type of publication?",False
"When was the director of the 2015 South Korean thriller film, The Chronicles of Evil, born?",False
"What movie did ""the king of cool"" play in with Bud Ekins as his stunt double?",False
"What was the profession of Amy Johnson, whom's life was featured in the Brittish biopic ""They Flew Alone"" ",False
The player who hit the most home runs in a single season played how many seasons of Major League Baseball ?,False
What song did Alice Cucini and Charles-Camille Saint-Saens work on together?,False
What country developed the Ranger Special Operations Vehicle and the 75th Ranger Regiment?,False
"Out of the members of the Supremes who sang ""A Breathtaking Guy,"" who remained in the group the longest?",False
When was the American World Cup alpine ski racer and Olympic gold medalist born who was involved with the High Fives Foundation? ,False
Which other name is the crime The Black Mafia is accused of that involves a form of illegal gambling?,False
"What movie special effect is defined by an object is moved in small increments between individually photographed frames, creating the illusion of movement when the series of frames is played and is featured at Special Effects Stage attraction at Universal Studios Hollywood?",False
What is the birthdate of this Danish former professional boxer who held the IBO heavyweight title and who worked with Mogens Palle?,False
"Who is an American actress, singer, and an artists that  uses their voices or bodies, often in relation to other objects, to convey artistic expression? ",False
The founder of Summerland Tour was born on what date?,False
"Which alternative rock band was the first to form, No Devotion or Soul Asylum?",False
The production designer who was nominated for Academy Award and BAFTA for Best Production Design for her work on a 2009 fantasy film directed by Terry Gilliam was born in what year?,False
The corporation that owns Pizza Hut has who as their CEO?,False
"The single  ""Dangerous Game"" was produced by a man that has sold approximately how many singles in the United Kingdom?",False
"When was the American theoretical physicist and professor of physics at the University of California, Berkeley born who encounters with Einstein Wrote Back?",False
"""Let Yourself Go""is written which member ,and songwriter of Green Day ?",False
"What is the name of the American actor whose most notable films include, LA Confidential, The Green Mile and a 2008 crime thriller set in Vancouver, and released direct to DVD in the US?",False
"Which was made in the 20th century, Let's Get Lost or Red State?",False
"When was the astronomer whose classification of close encounters with aliens was used to derive the title to ""The Fourth Kind"" born?",False
The person who presented Mary Queen of Shops television series was appointed by who to lead a review into the future of Britain's high streets?,False
"Which has more varieties of beverages, Schweppes or Duke and Sons?",False
"What organization hosted the event that had Dave Debol as a US representative in 1977, 1978 and 1981?",False
How many employees does Denise Coates's business have?,False
Which Jeepers Creepers 2 producer is known as a central figure in the New Hollywood wave of filmmaking?,False
What type of media does and have in common?,False
Which of the following musicians is known for his falsetto vocals: Thom Yorke or Saúl Hernández?,False
"Pennsylvania Route 51 (PA 51) is a major state highway in Western Pennsylvania, Century III Mall is located on this road, an ailing enclosed shopping mall located in the southern Pittsburgh suburb of West Mifflin, in Pennsylvania, opened in what year?",False
Have The Bluebells released more platinum-selling albums than Evermore?,False
"Which  American actor appeared in a 2014 comedy film written and directed by Wes Anderson, from a story by Anderson and Hugo Guinness, inspired by the writings of Stefan Zweig?",False
what does L'incoronazione di Poppea and Fra Diavolo have in common?,False
What is the full name for the team that won the 1990/1991 Eredivisie football championship?,False
Are Jan Kodeš and Nenad Zimonjić both tennis players?,False
"The UN Campus, Bonn was opened by Secretary-General that served when?",False
Todd G. Sears worked as head of diversity for the company that is a wealth management division of what bank?,False
What type of gaming involves players gambling casino chips that can also be described as server centric?,False
"Time Travelling Toaster, is a alter ego or persona of a currently unknown experimental multi-genre music producer, electronic musician, and visual artist whose stage name is possibly based on a which TV episode of The Simpsons?",False
"Who lived a longer life, Jerome Storm or James Tinling?",False
"Which director is best known for working with film, Charles Crichton or Kinka Usher?",False
"Junket Whore and Diana's Hair Ego, share which characteristics?",False
Which type of accordion was played by Vladislav Zolotaryov?,False
What is this description of a pattern of group behaviour towards individuals within Nordic countries that Sharmi Albrechtsen explored in her book A Piece of Danish Happiness?,False
"HMCS ""Buctouche"" was a Flower-class corvette that served in which organization, during the Second World War, she served primarily in the Battle of the Atlantic as a convoy escort?",False
"What actor had varying roles in twenty episodes of CBS's ""Gunsmoke"" with the actor who was best known  for portraying Marshal Matt Dillon for 20 years?",False
What country bordered by Costa Rica to the west is known for Drescoma cyrdipsa?,False
"Who was born first, Dave Evans or Tom Barman?",False
What type of group does The Design Revolution and William A. Dembski have in common?,False
"KKFT (99.1 FM, ""99.1 FM Talk"") is a commercial radio station located in Garnderville-Minden, in Douglas County, Nevada, in which country?",False
Who directed a film where the actor who played Vizzini in The Princess Bride plays a fictionalized version of himself at Café des Artistes in Manhattan,False
"On which street is the sister venue of Plowright Theatre in Scunthorpe, North Lincolnshire located?",False
What is the meaning of the nickname of Messalina's second-cousin?,False
What was the population (according to the 2010 census) of the town where the Old Gray County Courthouse is located?,False
"Which dog breed is larger, Whippets or Jack Russell Terriers?",False
"Who directed the 2006 American crime film starring an actor known for his portrayal of Ari Gold in the comedy series ""Entourage""?",False
What river is by the University that Ann Trindade was educated at?,False
"What is the name of the famous director of Marnie, a psychological thriller, for which a book about his relationship with Evan Hunter and their ill fated collaboration was written?",False
"Georgia Clay is a song written by what American singer-songwriter who has recorded for Hollywood Records, Threshold Records, and DNK Records?",False
"The song Gangsta's Paradise, and Fantastic Voyage: The Greatest Hits were made by which rapper?",False
What type of film was it that featured the actress who is regarded as the greatest actress of all time?,False
"Where would you most likely find a large farm (equivalent of an American ranch), near a grazier in South Australia or near Gija people in Western Australia?",False
"Who began his career in film as a visual effects artist at George Lucas's Industrial Light and Magic, Willard Huyck or Marcus Stokes?",False
The bomber stopped by Candice DeLong used his crimes to advance what type of anarchism?,False
"Hispano Globus is a rear-engine coach manufactured by Tata Motors Limited, an Indian multinational automotive manufacturing company and a member of the Tata Group, headquartered in which location?",False
Trevor Pyke was nominated for an Academy Award for the German war film released in what year?,False
Thomas Reiter and Hans Schlegel both shared a job where?,False
What film screenplay did Justin Theroux coauthor that was a satirical action comedy set in the Vietnam War?,False
"What show did Jonathan Richard McDaniel star in that was a spin off of ""That's So Raven""",False
Who was the coach for the team who was one of the top too rushing teams in 2010 and also plays their home games at Bobby Dodd Stadium?,False
When was the player whom the Los Angeles Rams traded William Frederick Traux for born?,False
"The 2005–06 Eintracht Frankfurt season was the 106th season, the club played in the 2005–06 Bundesliga was the 43rd season of the Bundesliga, which country's premier football league?",False
"""Shabba"" is a song by American hip hop recording artist ASAP Ferg, the song, produced by Snugsworth, features a guest appearance from Ferg's, of which American hip hop collective formed in 2006, in Harlem, New York, by members ASAP Yams, ASAP Bari and ASAP Illz, cohort who?",False
What player played for the 2009 New York Jets and the Tampa Bay Buccaneers?,False
"Tamiment Playhouse had alumni such as this American comic actress known for her role in ""Your Show of Shows"" opposite what character?",False
"In what year was the actor who was starred in ""Intrepid"" with James Coburn and Finola Hughes born?",False
"Sheldon Thomas played for what team that was based in the Los Angeles suburb of Carson, California?",False
Joe Darone was in the punk bank The Fiendz and another band known for what subgenre of punk?,False
How large is the nature reserve that encompasses the Molii pond?,False
Brookhaven National Laboratory was established at the site of the camp that was located in what Long Island town?,False
Who was the director of the film for which Finn Carter is best known for playing a role?,False
Are White Magic and Matthew Tuck both American music bands?,False
Did both Elizabeth Hardwick and Louis Zukofsky write?,False
Are both Treeing Walker Coonhound and Basset Fauve de Bretagne dogs from France?,False
What festivals feature music of genres that are produced by artists such as Bakermat?,False
"This is a list of NFL Draft selections by the Indianapolis Colts, the first draft that the current incarnation of the Colts franchise participated in was 1953, in which they made which gridiron football player, of Oklahoma their first ever selection?",False
"Who was the father of a country singer who recorded ""Trains Make Me Lonesome""?",False
"A style of beer which translates to ""old beer"" in German and is produced at Tuckerman Brewing Company originated around which city in Germany?",False
"Who was the actress that play in ""The Beverly Hillbillies"" and ""The Marrying Kind""?",False
How many homicides did a serial killer confess to before his execution and were investigated by Robert D. Keppel?,False
"Isaac Van Wart, an American Revolution militiaman, participated in the capture of which British Army officer and spy? ",False
Which highest grossing tour of 2011 featured someone from the audience performing a lap-dance?,False
Are Jim Sharman and Chris Columbus both from the same nationality?,False
How many student were in the first group admitted to the University at which John Owusu Gyapong is Vice Chancellor ? ,False
Were both Kenny Greene and Ross Lynch American singers?,False
Neil LaBute wrote and directed the 2006 horror film starring whom?,False
"Which released more albums, Galaxie 500 or Frou Frou?",False
"In America ""Instant Karma!"" competed with a song that had the highest debut on the ""Billboard"" Hot 100, beginning its chart run at what?",False
"Which court case set voting requirements, Oregon v. Mitchell or Barron v. Baltimore?",False
In what year was the NASA astronaut whose father is John Poindexter born?,False
"Which Rams player was born in Philadelphia, Mississippi?",False
Where is the British bicycle manufacturer based who produces the Claud Butler bicycle?,False
"Which artists claimed success first, Poe or UB40?",False
"What former Oxford Professor of Poetry does a memorial sculpture situated on the roof of the Peel Wing of BBC Broadcasting House, in London feature his work?",False
What planet is Aliens vs. predator located in?,False
"Who is the actress best known for her role on ""Little House on the Prairie"" that also stars in the ""Real Housewives of Beverly Hills"" with mother-in-law, Estella Sneider?",False
Sun Yu and Leos Carax were both what?,False
Jungle 2 Jungle and Splash both share what genre?,False
"Of what nationality are James Hanley the novelist, short story writer and playwright of Irish descent, and Kenneth Clark, the art historian, museum director and broadcaster?",False
"Erin Fitzgerald provides the voice of Nazz in which animated series, set in a cul-de-sac in Peach Creek?",False
"Question: Which breed of dog hails from the Swiss Alps, the Appenzeller Sennenhund or the Thai Bangkaew Dog?",False
Who was the director of the 1976 British comedy film featuring the actor best known for his role as Lofty?,False
"The actor that plays Ben Wyatt in ""Parks and Recreation"" also stars with Toni Collette and David Koechner in a 2015 film directed by who?",False
Are Joan Jett and Gene Simmons both singers?,False
What is the name of university founded in 1963 where Michael J. Prince teaches social policy?,False
Kaiulani Lee is an American actress who portrays an Irish-born American schoolteacher and dressmaker who co-founded what?,False
What is the top priority of the company that was formerly known as EyeTech Pharmaceuticals?,False
Where is the university located for which Daryl Gardener played college football?,False
"Which musician or group is from the US, 3OH!3 or Regina Spektor?",False
"In what year was the Finnish rally driver who was featured in ""Climb Dance"" born?",False
Attack Athletics is owned by the personal trainer of which part-owner of the Miami Marlins?,False
The Klingenstock is located in the canton of Schwyz between Riemenstalden and which village?,False
The destroyed royal fortress of Marchmont is situated across the river from which Scottish town?,False
Der Hund von Baskerville is an adaptation of a crime novel featuring what detective?,False
"What type of event is held in Santo Domingo every year and is given by Presidente, a brand of Pilsner beer?  ",False
Racists Anonymous had a first meeting after the murder perpetrated by which white supremacist?,False
"Which U.S. literary award has the author of ""Wind, Sand and Stars"" won?",False
"Gordon Wiles and Stephen Herek, share which mutual occupation?",False
Watch Me Do was co-written by the rapper who best known for what 2015 single?,False
"The Shoals of Herring (Roud 13642) is a ballad, written by James Henry Miller, was an English folk singer, songwriter, communist, labour activist, actor, poet, playwright and record producer, and better known by which stage name ?",False
What documentary did the environmental writer for The Guardian work on?,False
"Which board game was released first, Saint Petersburg or Figure It Out?",False
"Croissant and The Woman Voter, are for which segment of the population?",False
"Shakil Afridi – or Shakeel Afridi – is a Pakistani physician who helped the CIA run a fake hepatitis vaccine program in Abbottabad, Pakistan, to confirm who's presence in the city, by obtaining DNA samples, Details of his activities emerged during the Pakistani investigation of the deadly raid on who's residence, who;s the founder and head of the Islamist group Al-Qaeda, was killed in Pakistan on May 2, 2011, by United States Navy SEALs of the U.S. Naval Special Warfare Development Group?",False
"The 2015 Portland Thunder played their home games at what stadium, formerly known as the Rose Garden?",False
"The 1977 drama film The creature (Spanish: La criatura ) and the 1975 film The Beast (French: ""La Bête"" ) feature what relationship?",False
"Tet Offensive and Battle of Luzon, both are concerning the same War?",False
What is the abbreviation for the platform debuted when Rock On 2002 was mamufactured?,False
The heir to the Du Pont family fortune sponsored what wrestling team?,False
BVZ Zermatt-Bahn forms part of the route that goes through mountain resorts in what mountain range?,False
Al Vandenberg was a photographer who assisted with the cover for which 1967 Beatles album?,False
VfL Wolfsburg's attacking midfielder is what nationality? ,False
"The CBS host that Suzette Quintanilla told about Selena's album, ""Unos"", has been the host of what CBS reality-television program?",False
When was the asteroid named after the first Israeli astronaut for NASA discovered?,False
"Huston and Truman Capote's parody film ""Beat the Devil""  was loosely based on whom that was born in 1904?",False
Invasion Attack included title matches by the Japanese sumo wrestler from what Hawaiian city?,False
Which of the following films presents a survey of the history of the comic book in America: Beyond Hatred or Comic Book Confidential?,False
Which Golden Globe winning actor trained at the National Youth Center in Great Britain?,False
"Which american music director worked with a rock band from atlanta, Georgia whose deput LP, ""Electric Blood"", was released on August 7, 2015?",False
Marine Aircraft Group 13 is based at what air station that is a designated Superfund site?,False
Caliph Al-Hasan ibn ‘Ali is the grandson of which Islamic prophet? ,False
Which alpine ski racer from Switzerland won the 1987 Men's Downhill World Cup?,False
Which former member of the Spice Girls has modelled for Maria Grachvogel at London Fashion Week?,False
Qubilah Shabazz is the daugther of the woman also known by what name?.,False
What video game is a roguelike game devloped by ChaosForge and is a  science fiction horror-themed first person shooter?,False
"What prospect did CO  Les Ulis developed, who was born on December 5 1995?",False
"Which plant, Chionodoxa or Eriosyce, is native to more countries?",False
"Who has performed in more bands, Paul Rodgers or Rob Beckley?",False
"The man ""the Heisenberg group"" was named after was born in what year?",False
"The 2016–17 season is the 96th season in the history of CA Osasuna, during the 2016–17 season the club will be competing in which league, where the season began on 19 August 2016 and concluded on 21 May 2017?",False
Which core member of The Comic Strip was born on 6 July 1958 ?,False
"Which is a type of grass, Pleurothallis or Lamarckia?",False
Bit Bahiani was a city-state kingdom with a capital at the archaeological site in what modern-day Syrian governorate?,False
The 1980 World's Strongest Man ended in a 3rd place finish for which British shot-putter?,False
"What casino and hotel near the Las Vegas Strip in Paradise, Nevada has 703 rooms and suites, a 94840 sqft casino, and a nightclub that introduced Vegas sky boxes, cabanas, and water booths?",False
Are the recent films Chasing Coral and Sharkwater both concerned with marine conservation?,False
Rock Star: Supernova included the heavy metal band based out of what California city?,False
"""The Truth"" originally served as the finale of the ninth season of which American science fiction television series that aired its tenth season on January 24, 2016?",False
"Which filmmaker, Hobart Henley or Budd Boetticher, is most famous for the series of low-budget Westerns he made in the late 1950s starring Randolph Scott?",False
What cryptocurrency does Erik Voorhees and BitInstant have in common?,False
"Which breed originated in Tibet, the Northern Inuit Dog or Lhasa Apso?",False
"Mao II, published in which year, is Don DeLillo's tenth novel, he's an American novelist, playwright and essayist?",False
Gábor Korolovszky once played for what team located in the community of Castile-La Mancha?,False
"What is the given name of the American ultrarunner from Boulder, Colorado who started the Ultra Caballo Blanco?",False
Les Brewer co-founded a college located in what town?,False
"Tahrohon Wayne ""T.W."" Shannon and Thomas Allen ""Tom"" Coburn, are members of which organization?",False
"Who was born earlier, Mel Stuart or Walter Lang?",False
"Besides Mederer GmbH, what German companies compete with Haribo?",False
Do both Nertera and some Agave grow in South America?,False
"What co-educational liberal arts college in the northern Baltimore suburb of Towson in unincorporated Baltimore County, Maryland did Pamela Haag earn an MFA in creative nonfiction from?",False
Umoja Village is located in which Miami area with a very large concentration of African-American residents?,False
"Pearl Jam, is the eighth studio album by American alternative rock band Pearl Jam, released on May 2, 2006 on J Records, it was the band's first full-length studio release in almost four years, since which seventh studio album by American rock band Pearl Jam, released on November 12, 2002 through Epic Records? ",False
Dpo the genuses Anthemis and Veronica belong to the same family?,False
Céline Cassone danced with the choreographer who has lived in the US since joining which troupe in 1995?,False
"at the 1999 Webby Awards what American lawyer, businessman, and mayor lobbied to move the ceremony to New York City,",False
"Which documentary provides a more in depth look at a specific moment in time, That's Dancing! or The Reflektor Tapes?",False
"WTMM-FM shares a tower in Clifton Park, New York with a Top 40 station branded as what?",False
What is the birth year of Bob golic's son?,False
"Jack McElhone appeared in ""Dear Frankie"", as well as ""Nowhere Boy"", a biopic of which Beatle?",False
When was the kind of dance that The Jitterbug Stroll was choreographed developed?,False
Who owns the hotel that the Transformers Experience will open in?,False
What films other than the 2010 animated superhero comedy film does the song Let's go by Trick Daddy used in?,False
Chance of a Lifetime starred the actress who was given what honorary title in 1955?,False
"The country music singer who recorded ""The Dance"" released his debut studio album on what date?",False
Which online classroom training provider provides certifications in the field that deals with the study of investments?,False
Where is Azumazeki stable first sekitori from?,False
WOSM is located in what county in Mississippi?,False
What British group formed in 1980 was Arthur Baker known for working with? ,False
The Vegas Golden Knights play their home games at an arena that was a joint venture between MGM Resorts International and what company?,False
"Throne of Antlantis is a story arc publoshed by DC Comics which includes six issues from DC's ""Justice League"" and what other publication that depict the weight of the role as king of Atlantis?",False
Robert J. Barham was the secretary of Department of Wildlife and Fisheries under the politician who was the vice chairman of what group?,False
"Kuleli Military High School and Endem TV Tower, are located in which country?",False
"What is the name of this American aviator, military officer, author, inventor, explorer, and environmental activist, who was one of the historical figures encountered in the book The Smithsonian Institution?",False
Are Enrique Carreras and Floyd Mutrux both film directors?,False
"Which is more populous, Jilin City or Lucheng, Shanxi?",False
"Which show runner of ""A Fish Called Selma"" attended Harvard University?",False
"What American rock supergroup formed in Nashville, Tennessee had a record produced by Vance Powell?",False
Where was the scientific journal that Émile Verdet was the editorial supervisor for founded?,False
Which DJ best known for his role in the 1970s Disco music scene held residence at the club Studio 54 which is currently a Broadway theatre?,False
"The III Grote Prijs van Danske (or 3rd Danish Grand Prix), was held on 25–26 August 1962, at the Roskilde Ring circuit, Roskilde, Denmark, the race was run over three heats, one of 20 laps and two of 30 laps, and was won overall by Sir John Arthur Brabham, was an Australian racing driver who was Formula One World Champion, he all three heats in his what?",False
When was the award created that was won five times by Adrián Beltré?,False
"Frou Frou and Portishead, are electronic bands?",False
What band formed in Knoxville Tennessee in 1999 released its first single to iTunes in 2008?,False
Where was the band that's breakup led to  Friction Groove from?,False
How did Apple flourish despite Neal Stephenson's prediction that proprietary software companies would fail?,False
What network  aired the sitcom that starred John Amos as the father of Lisa Wilkes?,False
Who stars in the movie that Beautiful Accident is a remake of?,False
What company develops mobile software products in the discipline that focuses upon the efficient and effective delivery of support services?,False
In which county in Delaware can one find a historic district that includes a number of homes where the rooms are arranged one behind the other with doors at each end?,False
What kind of discipline is the design type that UXUS specializes in alongside hospitality design?,False
"What Canadian film and television actress is noted for her role in a Canadian family drama television series which debuted on CBC on October 14, 2007?",False
Who was coach of the No. 9-ranked team that was upset in the NCAA Tournament by the 2014-15 UAB Blazers men's basketball team?  ,False
Were both Grinnell College and University of Virginia founded in the 18th century? ,False
Black Oxen is a 1923 film starring an actress who successfully made the transition to what after 1927?,False
What Kim Go-eun film was a South Korean martial arts/romance?,False
Are André Breton and Richard Ford of the same nationality?,False
What championship did the North Carolina Tar Heels football team win in 2015 under the guidance of former University of South Mississippi coach Larry Fedora?,False
"The Killers, starring Ashton Kutcher, uses the song ""Beauty in the World"" by which soul singer?",False
What horror story was a 1986 novel and a 1990 supernatural horror drama mini-series?,False
Are the films Finders Keepers and Why We Fight different genres?,False
What was the name of the city founded by the man who conquered the Incan Empire?,False
"Led zepelins first concert tour of scandinavia was billed under this name, a band that worked with several lead guitarists including Eric Clapton, jimmy page, and jeff beck",False
"Who was a member of more bands, Ace Frehley or Daryl Palumbo?",False
"Who is commonly remembered for more published works, J. R. R. Tolkien or T. F. Powys?",False
"Who is older, Jeon Ji-yoon or Doug Pinnick?",False
Antonio Corgos was a silver medalist at a 1983 game held where?,False
"Wonder Woman is the superhero film that is fourth in the line of what direct-to-video projects by Warner Premiere, Warner Bros. Animation, and DC Comics?",False
Are Ihor Podolchak and Pamela B. Green both co-founders of Masoch Fund?,False
Which movie in a collaboration between Malcom X and Alex Haley also was nominated for an Oscar,False
The Cathedral of All Saints is the central church of a diocese of the Episcopal Church covering how many counties?,False
Henri Messerer was from the city that is the capital of which department of France?,False
What year will the successor to Lamborghini's first four-wheel drive model be released?,False
"What is the name of the podcast hosted by one of the co-editors of the Ferguson protest newsletter ""This Is the Movement""?",False
"Odin and Astron, are related to space?",False
What is the name of the artificial intelligence in the puzzle game released in The Orange Box bundle in 2007?,False
What is the origin of the family name of the family of the founders of the Maloof Money Cup?,False
Meghan Markle portrayed which character on the legal drama series Suits?,False
"Which artist who recorded Gary Harrison's work also recorded ""Raindrops Keep Fallin' on My Head""?",False
What type of media does Contrast and Xbox One have in common?,False
How many times was the first pick of the 2006 NFL Draft selected for the pro bowl?,False
What actor on the show The IT Crowd won a BAFTA TV Award in 2014?,False
Avengers: Infinity War will feature an actor known for his role as J.A.R.V.I.S. and what other character in the Marvel Cinematic Universe?,False
Which star of The Silenced was born in 1990 ?,False
Dawn of the Planet of the Apes stars which Australian actor born in 1996?,False
"Which opera has more parts including acts and tableaux, Le roi d'Ys or Stiffelio?",False
"In which year was this Russian-Kazakh professional dancer, who was partnered with Jay McGuiness for the 13th series of BBC's ""Strictly Come Dancing,"" born?",False
Are Zoucheng and Longchang both county-level cities?,False
The MVP for the EuroBasket 2001 was born in what year?,False
Has Judy Blume or Sandra Dallas written more non fiction books?,False
Were both Gynaika Magazine and Arthur's Magazine based in the same country?,False
When was the school founded in which William Paul Coughlin spend his last 23 years as the head baseball coach?,False
"Which company has more direct relationships to end-users of their product, American Electric Power or Chesapeake Energy?",False
