question_id,category,question,A,B,C,D,E,F,G,H,I,J,answer,answer_index
1206,law,"The President announced that a newly created military rapid deployment force would be engaging in joint training exercises with the military forces in a foreign country. Following the President's announcement, Congress enacted a statute that unequivocally prohibited ""the U. S. Armed Forces from conducting military exercises with foreign military forces unless Congress has received notice of such intention to take such action at least three months before the joint military exercises become effective. ""This statute is most likely","constitutional, because the President does not have the authority to engage in foreign military exercises without Congressional approval.","unconstitutional, due to the violation of separation of powers.","constitutional, because it falls under Congress's ability to declare war.","constitutional, because the President, in this instance, has not been called by Congress into actual service as Commander-in-Chief.","constitutional, because of Congress's power to regulate the Armed Forces.","unconstitutional, because of the President's authority to execute the laws of the United States.","unconstitutional, because the President has the exclusive power to determine military strategy.","unconstitutional, because of the President's authority as Commander-in-Chief of the Armed Forces.","constitutional, because of Congressional power under the War Powers Act.","unconstitutional, because it infringes on the President's power to maintain national security.",D,3
1830,law,"A homeowner gave his friend a mortgage on his property to secure a loan from the friend to the homeowner in the amount of $100,000. The homeowner then gives an investor a mortgage on the property to secure a loan from the investor to the homeowner in the amount of $80,000. The friend then records his mortgage. The homeowner then gives a bank a mortgage on the property to secure a loan from the bank to the homeowner in the amount of $50,000. The investor then records. The bank then records. The homeowner lost his job and was unable to pay the mortgages on the property. In a foreclosure proceeding in which the friend, the investor, and the bank were parties, the property sold for $160,000. The recording statute in this jurisdiction provided ""unless recorded, all written instruments affecting title to land are void as to subsequent purchasers who paid value and without notice. ""What dollar amount, if any, should go to the friend?","$100,000. 00","$90,000.00","$160,000.00",$0. 00,"$70,000.00","$60,000.00","$20,000.00","$50,000.00","$80,000. 00","$30,000. 00",I,8
1659,law,Who said that “Jurisprudence is the eye of law”,Pound,Austin,Savigny,Hart,Bentham,Dworkin,Blackstone,Laski,Kelsen,Maine,H,7
8241,math,"Umi created the number pattern that follows by adding the same amount each time to get the next number. 20, 40, 60, 80, ... What will be the eighth number in the pattern?",320,180,160,260,280,360,200,240,640,300,C,2
9003,math,What is the measure of an angle that turns through 3/4 of a complete circle?,225°,180°,270°,120°,75°,90°,34°,360°,45°,43°,C,2
8832,math,"For which 2 * 2 matrices A does there exist a nonzero matrix M such that AM = MD, where D = [[2, 0], [0, 3]]? Give your answer in terms of eigenvalues of A.","[1, 2]","[3, 4]","[2, 4]","[2, 3]","[1, 3]","[6, 7]","[0, 1]","[4, 5]","[5, 6]","[3, 5]",D,3
8137,math,Solve the equation −6x = −36. Check your answer.,42,30,-42,-36,1 over 216,216,1 over 6,0,-6,6,J,9
8355,math,"Consider the number pattern 5, 9, 13, 17, 21, 25, 29. Which rule could have been used to make the pattern?",Start with 5. Subtract 4 each time to get the next number.,Start with 5. Add 4 each time to get the next number.,Start with 5. Add 5 each time to get the next number.,Start with 0. Add 5 each time to get the next number.,Start with 9. Subtract 4 each time to get the next number.,Start with 1. Add 4 each time to get the next number.,Start with 0. Add 4 each time to get the next number.,Start with 0. Add 3 each time to get the next number.,Start with 5. Add 3 each time to get the next number.,,B,1
7801,math,A dentist has noticed that about two children in every seven whom he sees professionally develop cavities before they turn 10 years old. Last week he examined the teeth of five unrelated children younger than 10. Let X be the number of children who develop cavities before turning 10. Which of the following gives the probability that at least one will develop a cavity before turning 10?,P(X = 3 out of 5),P(X = 0),P(X = 7 out of 10),P(X = 1),1 – P(X = 1),"P(X = 1, 2, 3, 4, 5)",P(X = 2 out of 7),"P(X = 2, 3, 4, 5, 6, 7)",1 – P(X = 0),P(X = 2 out of 5),I,8
8157,math,For which of the following rings is it possible for the product of two nonzero elements to be zero?,The ring of complex numbers with rational coefficients,The ring of integers modulo 11,"The ring of continuous real-valued functions on [0, 1]",The ring of rational numbers,The ring of complex numbers,The ring of integers modulo 7,The ring {a + b * sqrt(3) : a and b are rational numbers},The ring {a + b * sqrt(2) : a and b are rational numbers},The ring of integers modulo 9,,C,2
7752,math,"Alex needs to borrow $\$10,\!000$ from the bank. The bank gives him two options. 1. A ten-year loan with an annual interest rate of $10\%$ compounded quarterly, with the condition that at the end of 5 years, Alex must make a payment equal to half of what he owes. The other half continues to accrue interest, and at the end of the ten years, Alex will pay off the remaining balance. 2. A ten-year loan with a simple annual interest rate of $12\%$, with just one lump-sum payment at the end of the ten years. Find the positive difference between the total amounts Alex has to pay back under the two schemes. Round your answer to the nearest dollar.",381,383,384,382,385,16398,16399,380,16400,16401,D,3
8336,math,A medical research team tests for tumor reduction in a sample of patients using three different dosages of an experimental cancer drug. Which of the following is true?,There are three levels of a single explanatory variable.,There are three explanatory variables and one response variable.,There is one explanatory variable with three levels of response.,There is one explanatory variable and three corresponding response variables.,"There are three separate explanatory variables, each with a single level of response.",There are three response variables and one explanatory variable.,"Tumor reduction is the only response variable, but there are three explanatory variables corresponding to the different dosages.","Tumor reduction is the only explanatory variable, but there are three response variables corresponding to the different dosages.","There are three response variables, each corresponding to a different level of a single explanatory variable.",There is one response variable with three levels of explanation.,A,0
8512,math,What is the order of the element 5 in U_8?,3,4,1,5,9,2,8,0,6,7,F,5
5334,other,What percent of the observable universe has received radio transmissions from Earth?,10^-24 %,10^-29 %,10 %,1 %,10^-34 %,10^-19 %,10^-4 %,10^-14 %,10^-9 %,10^-39 %,A,0
5127,other,"A CPA has been requested by a former audit client to reissue the auditor's report for the prior period. Before reissuing the report, the CPA should",Assess the professional reputation of the former client's management.,Request permission from the current auditor to reissue the report.,Obtain a letter of representation from the former client's management.,Review the former client's current financial statements.,Check the former client's credit history.,Consult with the former client's shareholders before reissuing the report.,Evaluate the former client's overall financial stability.,Review the former client's records to verify its compliance with debt and loan agreements.,,,C,2
5276,other,Which of the following is a functional region?,The area surrounding the Great Lakes,The Amazon Rainforest,The Appalachian Mountains,Pennsylvania,The region influenced by the Mississippi River,The Pacific Northwest,The Sahara Desert,The market area of Winn-Dixie,The city of New York,Dixie,H,7
5649,other,"No-Wait Weight Loss, a diet pill brand, promises its potential consumers that if they take one pill once a day they will lose weight without having to change their diet or start exercising. However, many people who have used the product have complained that they haven't lost weight, and some have even gained weight. No-Wait Weight Loss has been unsuccessful in the ________ stage of the advertising campaign.",distribution,penetration,participation,identification,,,,,,,A,0
5974,other,Which part of the electromagnetic spectrum has the shortest wavelength?,Visible light,Long waves,X-rays,Ultraviolet rays,Radio waves,Microwaves,Short waves,Gamma rays,Medium waves,Infrared rays,H,7
5810,other,"As of 2019, about what percentage of the world population lives in extreme poverty (less than $1.90 a day)?",35%,10%,50%,45%,5%,20%,15%,25%,40%,30%,B,1
5383,other,In an adult human how long is the large intestine?,Eighteen feet,one foot,twenty feet,Twenty-five feet,twelve feet,Two feet,Fifteen feet,five feet,Thirty feet,Ten feet,H,7
5277,other,"When a new fashion design is introduced globally, the information initially travels through a process known as",contagious diffusion,innovative diffusion,multidirectional diffusion,cultural diffusion,expansion diffusion,hierarchical diffusion,stimulus diffusion,relocation diffusion,spontaneous diffusion,reverse diffusion,F,5
5744,other,"The four ideal types of social action that Weber identified were as follows: instrumentally-rational, value-rational, traditional, and...",normatively-rational,traditionally-rational,practically-rational,effective,intuitively-rational,affectively-rational,infected,emotionally-rational,affectual,,I,8
5578,other,Which crop began the Third Agricultural Revolution?,Wheat,Quinoa,Potatoes,Corn,Rye,Oats,Rice,Millet,Barley,,G,6
10981,philosophy,"According to Wolf, a moral saint:",cannot have an interest in sports.,cannot express any form of anger.,cannot have an interest in gourmet cooking.,cannot enjoy a good joke.,all of the above.,cannot be a charitable person.,cannot read Victorian novels.,cannot have an affinity for nature.,cannot have a sarcastic wit.,cannot appreciate fine art.,I,8
11237,philosophy," According to Sinnott-Armstrong, the fact your government morally ought to do something",does not prove that government officials ought to promote it.,does not prove that you ought to do it.,proves that you ought not to do it.,"proves that you ought to do it, too.",,,,,,,B,1
11253,philosophy,Wolf claims that morality:,is merely a cultural artifact.,is not really relevant to our lives.,provides a comprehensive guide to conduct.,none of the above.,,,,,,,D,3
11111,philosophy,Stevenson claims that the primary use of ethical judgments is to:,demonstrate superior knowledge.,provide a basis for legislation.,evaluate the morality of others.,influence the interests of others.,state facts.,establish universal moral laws.,describe one’s own approval of things.,express personal beliefs.,none of the above.,manipulate the emotions of others.,D,3
11014,philosophy,Which of the following is the best explanation of the fallacy of loaded language?,Using complex or technical language to make an argument seem more credible or sophisticated than it actually is.,"Using language that appeals to the audience's prejudices or biases to win an argument, rather than relying on logical reasoning.",Using language that is intentionally misleading or deceptive to convince the audience of a particular point of view.,Using language that is overly formal or academic to intimidate the audience and discourage them from questioning the argument.,"Using language and punctuation in a way that a statement can have multiple interpretations, so it's not really clear what is meant.",Using language that is overly emotional or dramatic to distract from the lack of substantive evidence or logical reasoning.,Using language that is intentionally vague or ambiguous to obscure the truth or mislead the audience.,Confusing figurative language with literal language,"Using emotionally charged language to create an impression about the subject of a claim, without making an argument that the language fits the subject.",Referring to an act committed by an opponent in negative terms while referring to the same act committed by the arguer or supporters in favorable terms.,I,8
10850,philosophy,One objection to Singer’s theory that he considers is that it:,inappropriately makes proximity morally important.,fails to consider the cultural differences in moral norms.,overlooks the role of government and institutions in addressing suffering.,does not do enough to address suffering in other countries besides our own.,does not account for the fact that we have stricter obligations to our loved ones than to strangers.,does not address the issue of moral obligations to non-human animals.,ignores the importance of self-interest in human behavior.,assumes that all individuals have the same capacity to alleviate suffering.,does not provide a clear definition of what constitutes suffering.,requires too drastic a revision to our moral scheme.,J,9
10912,philosophy, One suggestion that Lukianoff and Haidt make to challenge vindictive protectiveness is,to implement stricter guidelines for classroom discussions.,to promote greater understanding of historical and contemporary oppression.,to increase the number of safe spaces on campus.,to mandate sensitivity training for all students.,to increase funding for mental health services on campus.,to encourage self-censorship among students.,none of the above.,to ban controversial speakers from campus.,to defund the Department of Education.,have colleges and universities officially and strongly discourage trigger warnings.,I,8
10848,philosophy,Nussbaum claims that for Aristotle the reference of each virtue term is fixed by:,a thick description of the virtue.,religious beliefs.,personal interpretation.,philosophical analysis.,a thin description of the virtue.,practical experiences.,grounding experiences.,societal norms.,conventional use.,tradition.,G,6
10903,philosophy,Select the best translation into predicate logic: Johnny came late.,Lj ∨ Cj,Lj,L∧j,jC,j ∨ L,Lj ∧ Cj,Cj ∨ Lj,Lx,jL,Cx,B,1
11166,philosophy, Wellman argues that insisting on unlimited property rights commits one to,anarchy.,deontological theory.,libertarianism.,communitarianism.,socialism.,egalitarianism.,utilitarianism.,consequentialism.,capitalism.,authoritarianism.,A,0
10204,physics,"Suppose that a two-stage rocket starts from rest with a mass m_1. At burn-out of the first stage engine, the mass is m_2. If the exhaust velocity is v_0, the rocket velocity after the first stage engines quit is v = v_0ln(m_1 / m_2). Before the second stage engines are ignited, part of the mass m_2 is discarded - the mass of the first stage engines. The mass of the second stage ism_Awhen the en-gines start andm_Bwhen the engines shut down. What is the terminal velocity of the second stage?",v = v_0 ln [(m_1 - m_2) / (m_A * m_B)],v = v_0 In [(m_1 * m_2)(m_A*m_B)],v = v_0 ln [(m_1^2 / m_2) * (m_A / m_B)],v = v_0 ln [(m_1 * m_2) / (m_A + m_B)],v = v_0 ln [(m_1 / m_2) + (m_A/m_B)],v = v_0 In [(m_1 / m_2)(m_A+m_B)],v = v_0 ln [(m_1 + m_2) * (m_A - m_B)],v = v_0 ln [m_1 / (m_2 + m_A + m_B)],v = v_0 In [(m_1 / m_2)(m_A/m_B)],v = v_0 ln [(m_1 + m_2) / (m_A * m_B)],I,8
10156,physics,Which of these quantities decreases as the inverse square of distance for distances far from the objects producing the fields?,"the magnetic field produced by an infinitely long, straight current-carrying wire",the magnetic field produced by a finite-length current-carrying wire,the magnetic field produced by a current loop,the electric field produced by a finite-length charged rod,the magnetic field produced by a uniformly magnetized infinite plane,the electric field produced by an infinite plane of charge,the electric field produced by an infinitely long charged cylinder,,,,D,3
9582,physics,Find the phase difference between light reflected from the inner and outer surfaces of a deposit of magnesium fluoride (n = 1.38) 1000 \AA thick on a lens surface (a) for violet light of wavelength 4000 \AA (b) for red light of wavelength 7000 \AA. (Neglect variations of n with \lambda.),210 degrees and 110 degrees,248 degrees and 142 degrees,300 degrees and 150 degrees,230 degrees and 130 degrees,256 degrees and 144 degrees,200 degrees and 120 degrees,270 degrees and 135 degrees,315 degrees and 175 degrees,180 degrees and 90 degrees,290 degrees and 160 degrees,B,1
10253,physics,The potential energy of a compressed spring and the potential energy of a charged object both depend on,the work done on them,Both of these,Neither of these,the force applied to them,the distance they travel,the temperature of the environment they are in,motion,the material they are made of,the time they are in use,the speed they move at,A,0
9924,physics,"A horse is attached to a cart that is at rest behind it. Which force, or combination of forces, explains how the horse-cart system can accelerate from rest?",The force of the horse's muscles directly on the cart provides the necessary acceleration.,"The upward normal force of the ground on the horse is greater than the horse’s weight, providing an upward acceleration.","The forward static friction force of the ground on the horse is greater than any friction forces acting backward on the cart, providing a forward acceleration.","The forward dynamic friction force of the ground on the horse is greater than any friction forces acting backward on the cart, providing a forward acceleration.","The upward normal force of the ground on the cart is greater than the cart’s weight, providing an upward acceleration.","The backward force of the cart on the horse is greater than the forward force of the horse on the cart, providing a backward acceleration.",The force of the horse’s muscles on the rest of the horse-cart system provides the necessary acceleration.,"The net force on the horse-cart system is zero, so no acceleration occurs.","The forward force of the horse on the cart is greater than the backward force of the cart on the horse, providing a forward acceleration.","The downward gravitational force on the cart is greater than the upward normal force of the ground on the cart, providing a downward acceleration.",C,2
10251,physics,A barometer that uses water instead of mercury will be,more fragile,shorter,heavier,equal in height,taller,less sensitive to temperature changes,more expensive,less accurate,less reliable,inoperable,E,4
9863,physics,"The first line of the principal series of sodium is the ""D"" line at 5890A°. This corresponds to a transition from the first excited state (3p) to the ground state (3s). What is the energy ineVof the first excited state?",2.105 eV,2.505 eV,2.305 eV,2.405 eV,1.705 eV,1.995 eV,2.005 eV,1.895 eV,2.210 eV,1.805 eV,A,0
9786,physics,An observer on earth finds that the lifetime of a neutron is 6.42 × 10^2 s. What will the lifetime of a neutron be as measured by an observer in a spacecraft moving past the laboratory at a speed of 2 × 10^8 m/s?,8.62 × 10^2 s,2 × 10^8 s,6.42 × 10^2 s,5.67 × 10^2 s,7.84 × 10^2 s,12.84 × 10^2 s,4.81 × 10^2 s,1.34 × 6.42 × 102s,9.58 × 10^2 s,3.21 × 10^2 s,A,0
9493,physics,At what velocity is the mass of a particle twice its rest mass?,3.2 × 10^10cm/sec,3.0 × 10^10 cm/sec,2.8 × 10^10 cm/sec,2.4 × 10^10 cm/sec,1.8 × 10^10cm/sec,2.0 × 10^10 cm/sec,1.2 × 10^10 cm/sec,1.5 × 10^10cm/sec,1.0 × 10^10 cm/sec,2.664 × 10^10cm/sec,J,9
9327,physics,A muon has a lifetime of 2 x 10^{-6} s in its rest frame. It is created 100 km above the earth and moves towards it at a speed of 2.97 x 10^8 m/s. At what altitude in km does it decay? Return a numeric number.,4.2,7.5,3.1,0.8,10.8,5.9,6.7,2.6,9.4,12.3,A,0
2514,psychology,"In a classroom setting, behaviors that are overt, lack a clear-cut beginning and end, and occur with moderate frequency, are best assessed by which of the following types of observational recording techniques",Frequency,Time Sampling,Rating,Narrative,Anecdotal,Momentary Time Sampling,Duration,Event,Interval,Continuous,I,8
2498,psychology,Discuss the relationship between arousal and motivation.,Motivation can exist without any form of arousal.,Arousal level is a central aspect of motivation.,Motivation is the cause of arousal.,Motivation is a by-product of arousal.,High arousal always maximizes motivation.,Arousal is the same as motivation.,Motivation decreases with increased arousal.,Arousal and motivation are not related.,Arousal only affects motivation in physical tasks.,,B,1
2082,psychology,Research that demonstrates parents who play more roughly with male children and are more protective of female children is most consistent with which theory of gender-role identity development?,Cognitive development,Identity theory,Cultural theory,Biological theory,Constructivist theory,Social learning,Psychoanalytic theory,Gender schema,Psychodynamic,Evolutionary psychology theory,F,5
2779,psychology,Why might a researcher use a variable ratio of reinforcement rather than a fixed ratio?,Fixed ratio schedules of reinforcements are more time intensive.,Fixed ratio schedules of reinforcement allow for easier data collection.,Variable ratio schedules of reinforcement are less effective but easier to implement.,Variable ratio schedules of reinforcements avoid problems such as generalization and the Premack principle.,Variable ratio schedules of reinforcements are less susceptible to habituation.,"Fixed ratio schedules of reinforcement are less predictable, thus more effective.",Fixed ratio schedules of reinforcement are more resistant to extinction than variable schedules.,Variable ratio schedules of reinforcement are more resistant to extinction than fixed schedules.,Variable ratio schedules of reinforcements produce results more quickly.,,H,7
2036,psychology,Explain what is meant by the anxiety theory ofneureosis.,Neurotic symptoms are a result of childhood trauma.,Neurotic symptoms are the body's natural response to changes in the weather.,Neurotic symptoms are caused by physical illness.,Neurotic symptoms are solely a result of genetic predisposition.,Neurotic symptoms are caused by a lack of education and awareness about mental health.,Neurotic symptoms are a result of inner unresolved anxiety which stirs up conflict within the individual.,Neurotic symptoms arise from the consumption of certain food additives.,Neurotic symptoms are a result of external stressors.,Neurotic symptoms are a direct consequence of technological advancements and their impact on daily life.,Neurotic symptoms are a manifestation of collective societal pressures.,F,5
2102,psychology,"Lizette and her family watch the sunset over the ocean. While walking home in the increasing darkness, Lizette notices that she can no longer distinguish the colors of objects. Which of the following best explains why Lizette cannot see color in dim light?","Lizette's eyes are adjusting to the darkness, hence she cannot distinguish the colors of objects.","Cones, which are specialized for color vision, require more light to be activated, whereas rods, which produce images in black, white, and gray, allow for vision in dim light.","The retina does not respond to changes in light intensity, therefore colors are not visible in dim light.","The receptive fields in the retina respond to the loss of light through light adaptation, the process of rapidly adjusting to a diminution of light.","Cones, which are specialized for black and white vision, require a small amount of light to be activated, whereas rods, which produce images in color, require greater amounts of light for vision.","Rods and cones both require a high amount of light to be activated, hence color vision is not possible in dim light.","The cones, which are responsible for color vision, are deactivated in dim light.",The color vision is not possible in the dark because the photoreceptor cells in the retina require light to detect colors.,"The colors are not visible in dim light because the rods, which detect colors, are deactivated.","Rods, which are specialized for color vision, require more light to be activated, whereas cones, which produce images in black, white, and gray, allow for vision in dim light.",B,1
2146,psychology,Which of the following has the highest predictive validity in personnel selection in industry,A projective technique,A skills test,A reference check,A job sample test,An objective personality inventory,A self-assessment survey,A group interview,A biographical inventory,An interview by the personnel manager,,H,7
2639,psychology,An organizational psychologist would most likely recommend the use of vestibule training for which of the following jobs?,receptionist,word processor,high school teacher,clinical psychologist.,software developer,salesperson.,newspaper journalist,airline pilot,bus driver,restaurant waiter,H,7
2153,psychology,The best conclusion that can be drawn about the four-day ( compressed) workweek is that it has:,negative effects on productivity but little or no impact on attitudes.,positive effects on productivity but negative effects on attitudes.,long-lasting negative effects on attitudes and productivity.,positive effects on attitudes but little or no impact on productivity.,positive effects on productivity but little or no impact on attitudes.,negative effects on attitudes but positive effects on productivity.,no significant effects on either attitudes or productivity.,"negative effects on attitudes initially but, over time, increasingly positive effects on both attitudes and productivity.","positive effects on attitudes initially but, over time, increasingly negative effects on both attitudes and productivity.",long-lasting positive effects on attitudes and productivity.,D,3
2696,psychology,"Alice A., who has a master's degree in clinical psychology but is not licensed, is hired by a community mental health clinic to, among other things, administer several standard psychological tests to adult clients. According to ethical guidelines, this is:",acceptable as long as a professional clinical psychologist co-signs Alice’s evaluations.,unacceptable since Alice does not have a doctoral degree.,acceptable as long as Alice has a professional counselor supervising her activities.,unacceptable since Alice is not a licensed psychologist.,acceptable as long as a professional clinical psychologist supervises Alice’s activities.,unacceptable since Alice does not have a PhD in clinical psychology.,acceptable as long as Alice is pursuing her licensure.,unacceptable since Alice does not have a specialization in psychological testing.,acceptable if the clinic has a liability insurance covering Alice's activities.,acceptable as long as Alice receives additional training and certification in administering psychological tests.,E,4
